(0, 1, 0)	2	0	176160	192079	23	23
(1, 0, 0)	2	0	352059	263510	23	23
(0, 2, 0)	2	0	429910	419762	19	19
(2, 0, 0)	0	0	989906	991404	98	97
(0, 3, 0)	1	1	377442	571064	20	19
(3, 0, 0)	2	0	564972	183692	17	17
(0, 4, 0)	1	1	401144	457744	20	19
(4, 0, 0)	2	0	293126	146728	17	17
(0, 5, 0)	2	0	153944	95087	16	16
(5, 0, 0)	2	0	98342	53906	9	9
(0, 6, 0)	1	0	497350	619585	30	29
(6, 0, 0)	2	0	566921	249542	21	21
(0, 7, 0)	1	1	219848	508324	16	15
(7, 0, 0)	2	0	409268	187097	16	16
(0, 8, 0)	1	1	345639	456191	23	22
(8, 0, 0)	2	0	276082	116355	18	18
(0, 9, 0)	1	0	100895	281566	8	7
(9, 0, 0)	2	0	785763	429854	21	21
(0, 10, 0)	2	0	142532	604624	21	21
(10, 0, 0)	2	0	651816	374483	19	19
(0, 11, 0)	2	0	470524	242749	26	26
(11, 0, 0)	2	0	502231	194762	21	21
(1, 2, 0)	2	0	578882	915915	30	30
(2, 1, 0)	2	0	664273	250798	23	23
(1, 3, 0)	1	0	270040	351634	14	13
(3, 1, 0)	2	0	558119	194438	18	18
(1, 4, 0)	1	0	587901	858612	55	54
(4, 1, 0)	2	0	254530	228599	17	17
(1, 5, 0)	1	1	620064	371588	32	31
(5, 1, 0)	2	0	171277	175594	19	19
(1, 6, 0)	1	0	243032	547823	20	19
(6, 1, 0)	2	0	596517	244012	17	17
(1, 7, 0)	1	1	279340	460660	16	15
(7, 1, 0)	2	0	512094	272366	21	21
(1, 8, 0)	1	0	125450	173105	11	10
(8, 1, 0)	1	0	297984	364868	19	18
(1, 9, 0)	1	0	101132	591515	16	15
(9, 1, 0)	2	0	689898	117296	14	14
(1, 10, 0)	1	0	385037	637472	19	18
(10, 1, 0)	1	0	807474	777622	42	41
(1, 11, 0)	2	0	456436	440004	28	28
(11, 1, 0)	2	0	251181	273141	19	19
(2, 3, 0)	1	0	359900	284644	14	13
(3, 2, 0)	2	0	431926	318626	13	13
(2, 4, 0)	1	0	887073	607259	34	33
(4, 2, 0)	2	0	471538	726382	26	26
(2, 5, 0)	2	0	622819	147447	24	24
(5, 2, 0)	2	0	131894	177733	14	14
(2, 6, 0)	1	0	547740	488158	15	14
(6, 2, 0)	2	0	572935	497006	18	18
(2, 7, 0)	1	0	885249	938612	44	43
(7, 2, 0)	2	0	256543	279030	13	13
(2, 8, 0)	1	0	288944	135726	16	15
(8, 2, 0)	2	0	360043	484682	18	18
(2, 9, 0)	1	0	249817	358431	10	9
(9, 2, 0)	2	0	651405	368887	14	14
(2, 10, 0)	2	0	464097	577470	17	17
(10, 2, 0)	1	0	780796	869939	38	37
(2, 11, 0)	1	0	973651	849133	49	48
(11, 2, 0)	2	0	284796	391841	12	12
(3, 4, 0)	0	0	991293	998839	98	97
(4, 3, 0)	1	1	366923	367008	18	17
(3, 5, 0)	1	1	587757	263351	22	21
(5, 3, 0)	1	0	379637	849543	35	34
(3, 6, 0)	1	0	719447	803346	34	33
(6, 3, 0)	2	0	706380	567312	30	30
(3, 7, 0)	1	1	270021	341268	16	15
(7, 3, 0)	2	0	489730	267435	16	16
(3, 8, 0)	1	1	194791	44955	7	6
(8, 3, 0)	1	1	257562	465974	20	19
(3, 9, 0)	1	0	233981	447718	11	10
(9, 3, 0)	2	0	625960	391530	17	17
(3, 10, 0)	2	0	575236	619224	22	22
(10, 3, 0)	1	0	593760	350797	19	18
(3, 11, 0)	2	0	354080	176637	15	15
(11, 3, 0)	1	0	545768	739442	27	26
(4, 5, 0)	2	0	521816	235266	24	24
(5, 4, 0)	2	0	132806	94856	19	19
